Source Code,Term Original,Value Set Name,Code System Name,Code System Version
761000119102,Dyslipidemia due to type 2 diabetes mellitus,"Dyslipidemia, All",SNOMED CT US Edition,20250901
763212006,Combined pancreatic lipase and colipase deficiency,"Dyslipidemia, All",SNOMED CT US Edition,20250901
763348005,Autosomal recessive cerebellar ataxia with late-onset spasticity,"Dyslipidemia, All",SNOMED CT US Edition,20250901
767133009,Double heterozygous familial hypercholesterolemia,"Dyslipidemia, All",SNOMED CT US Edition,20250901
767134003,Low density lipoprotein receptor adaptor protein 1 mutation,"Dyslipidemia, All",SNOMED CT US Edition,20250901
767139008,Combined heterozygous low density lipoprotein receptor co-occurrent with low density lipoprotein receptor adaptor protein 1 mutations,"Dyslipidemia, All",SNOMED CT US Edition,20250901
773329005,CK syndrome,"Dyslipidemia, All",SNOMED CT US Edition,20250901
773649005,Transient infantile hypertriglyceridemia and hepatosteatosis,"Dyslipidemia, All",SNOMED CT US Edition,20250901
773726000,Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,"Dyslipidemia, All",SNOMED CT US Edition,20250901
782739000,Male emopamil-binding protein disorder with neurological defect,"Dyslipidemia, All",SNOMED CT US Edition,20250901
783064000,Progressive myoclonic epilepsy type 3,"Dyslipidemia, All",SNOMED CT US Edition,20250901
787412002,Short chain acyl-coenzyme A dehydrogenase deficiency,"Dyslipidemia, All",SNOMED CT US Edition,20250901
78960005,Pancreatic triacylglycerol lipase deficiency,"Dyslipidemia, All",SNOMED CT US Edition,20250901
789657008,ATPase cation transporting 13A2 related juvenile neuronal ceroid lipofuscinosis,"Dyslipidemia, All",SNOMED CT US Edition,20250901
79935000,Farber's lipogranulomatosis,"Dyslipidemia, All",SNOMED CT US Edition,20250901
82319005,Acyl-CoA dehydrogenase deficiency,"Dyslipidemia, All",SNOMED CT US Edition,20250901
82500001,Wolman's disease,"Dyslipidemia, All",SNOMED CT US Edition,20250901
83832001,Metachromatic leukodystrophy without arylsulfatase deficiency,"Dyslipidemia, All",SNOMED CT US Edition,20250901
86444004,"Niemann-Pick disease, type C, acute form","Dyslipidemia, All",SNOMED CT US Edition,20250901
86531000119105,Abnormal lipid deposits,"Dyslipidemia, All",SNOMED CT US Edition,20250901
870313002,Perinatal lethal Gaucher disease,"Dyslipidemia, All",SNOMED CT US Edition,20250901
87074006,Salla disease,"Dyslipidemia, All",SNOMED CT US Edition,20250901
90500005,Carnitine palmitoyltransferase deficiency,"Dyslipidemia, All",SNOMED CT US Edition,20250901
9537004,Juvenile GM2 gangliosidosis,"Dyslipidemia, All",SNOMED CT US Edition,20250901
E78,Disorders of lipoprotein metabolism and other lipidemias,"Dyslipidemia, All",ICD-10-CM,2026
E78.0,Pure hypercholesterolemia,"Dyslipidemia, All",ICD-10-CM,2026
E78.00,"Pure hypercholesterolemia, unspecified","Dyslipidemia, All",ICD-10-CM,2026
E78.01,Familial hypercholesterolemia,"Dyslipidemia, All",ICD-10-CM,2026
E78.010,Homozygous familial hypercholesterolemia [HoFH],"Dyslipidemia, All",ICD-10-CM,2026
E78.011,Heterozygous familial hypercholesterolemia [HeFH],"Dyslipidemia, All",ICD-10-CM,2026
E78.019,"Familial hypercholesterolemia, unspecified","Dyslipidemia, All",ICD-10-CM,2026
E78.1,Pure hyperglyceridemia,"Dyslipidemia, All",ICD-10-CM,2026
E78.2,Mixed hyperlipidemia,"Dyslipidemia, All",ICD-10-CM,2026
E78.3,Hyperchylomicronemia,"Dyslipidemia, All",ICD-10-CM,2026
E78.4,Other hyperlipidemia,"Dyslipidemia, All",ICD-10-CM,2026
E78.41,Elevated Lipoprotein(a),"Dyslipidemia, All",ICD-10-CM,2026
E78.49,Other hyperlipidemia,"Dyslipidemia, All",ICD-10-CM,2026
E78.5,"Hyperlipidemia, unspecified","Dyslipidemia, All",ICD-10-CM,2026
E78.6,Lipoprotein deficiency,"Dyslipidemia, All",ICD-10-CM,2026
E78.7,Disorders of bile acid and cholesterol metabolism,"Dyslipidemia, All",ICD-10-CM,2026
E78.70,"Disorder of bile acid and cholesterol metabolism, unspecified","Dyslipidemia, All",ICD-10-CM,2026
E78.71,Barth syndrome,"Dyslipidemia, All",ICD-10-CM,2026
E78.72,Smith-Lemli-Opitz syndrome,"Dyslipidemia, All",ICD-10-CM,2026
E78.79,Other disorders of bile acid and cholesterol metabolism,"Dyslipidemia, All",ICD-10-CM,2026
E78.8,Other disorders of lipoprotein metabolism,"Dyslipidemia, All",ICD-10-CM,2026
E78.81,Lipoid dermatoarthritis,"Dyslipidemia, All",ICD-10-CM,2026
E78.89,Other lipoprotein metabolism disorders,"Dyslipidemia, All",ICD-10-CM,2026
E78.9,"Disorder of lipoprotein metabolism, unspecified","Dyslipidemia, All",ICD-10-CM,2026
