Source Code,Term Original,Value Set Name,Code System Name,Code System Version
190394009,Metabolic syndrome X,Metabolic Syndrome,SNOMED CT US Edition,20250901
237602007,Metabolic syndrome X,Metabolic Syndrome,SNOMED CT US Edition,20250901
277.7,Dysmetabolic syndrome X,Metabolic Syndrome,ICD-9-CM Diagnosis,31/32
E88.81,Metabolic syndrome and other insulin resistance,Metabolic Syndrome,ICD-10-CM,2026
E88.810,Metabolic syndrome,Metabolic Syndrome,ICD-10-CM,2026
